Branch Name,Types,Business Status,City,Province,Region,Address,Latitude,Longitude,Rating,User Ratings Count,Place ID,Google Maps Link
UnionBank ATM - WackWack,ATM,OPERATIONAL,Mandaluyong City,NCR,NCR,"No. 6, Shaw Boulevard, corner S. Laurel, Mandaluyong City, Philippines",14.5881822,121.0449048,3.2,5,ChIJZWAWrQnJlzMRqhX9ryiBqLo,https://www.google.com/maps/place/?q=place_id:ChIJZWAWrQnJlzMRqhX9ryiBqLo
Unionbank,ATM,OPERATIONAL,Mandaluyong City,NCR,NCR,"H2QV+7WH, Shaw Blvd, Mandaluyong City, 1555 Metro Manila, Philippines",14.5881843,121.0448749,1,2,ChIJGxzaTTnIlzMRYgCImukkKuE,https://www.google.com/maps/place/?q=place_id:ChIJGxzaTTnIlzMRYgCImukkKuE
Unionbank ATM,ATM,OPERATIONAL,Mandaluyong City,NCR,NCR,"655 Boni Ave, Mandaluyong City, 1550 Metro Manila, Philippines",14.5764896,121.0385249,1,2,ChIJbT2K90vIlzMRXB6UbI503vQ,https://www.google.com/maps/place/?q=place_id:ChIJbT2K90vIlzMRXB6UbI503vQ
UnionBank ATM - IBEX Shaw,ATM,OPERATIONAL,Mandaluyong City,NCR,NCR,"IT Center, 360 Shaw Blvd., cor. 9 de Pebrero St 5/F Shaw, Brgy, Mandaluyong City, Philippines",14.588835,121.037223,2.8,4,ChIJj9hqM9nJlzMRjUabMqj__xE,https://www.google.com/maps/place/?q=place_id:ChIJj9hqM9nJlzMRjUabMqj__xE
UnionBank - ATM,ATM,OPERATIONAL,Mandaluyong City,NCR,NCR,"1554, 2195 Epifanio de los Santos Ave, Mandaluyong City, 1554 Kalakhang Maynila, Philippines",14.5696413,121.0467839,2.3,3,ChIJda8FzFrIlzMRbocHmVFy08g,https://www.google.com/maps/place/?q=place_id:ChIJda8FzFrIlzMRbocHmVFy08g
"Union Bank ATM, Shaw Pasig",Bank,OPERATIONAL,Pasig,NCR,NCR,"H3G6+83X, Chipeco Building, Shaw Boulevard corner, Meralco Ave, Pasig, Metro Manila, Philippines",14.5758676,121.060233,2,3,ChIJJcK1mmvIlzMRdM6xJSGpi_c,https://www.google.com/maps/place/?q=place_id:ChIJJcK1mmvIlzMRdM6xJSGpi_c
UnionBank ATM,ATM,OPERATIONAL,Mandaluyong City,NCR,NCR,"Unit A2, Cluster El Dorado, Guevara Street, California Garden Square, Philippines",14.5790231,121.0474146,2,7,ChIJR5VcmEfIlzMRJBmI-JkQHK8,https://www.google.com/maps/place/?q=place_id:ChIJR5VcmEfIlzMRJBmI-JkQHK8
Unionbank of the Philippines,ATM,OPERATIONAL,Pasig,NCR,NCR,"G/F, Wynsum Corp. Plaza, Ortigas Center, Pasig, Metro Manila, Philippines",14.5809145,121.0596529,2.2,6,ChIJrQC62RbIlzMREvKEiua5DUc,https://www.google.com/maps/place/?q=place_id:ChIJrQC62RbIlzMREvKEiua5DUc
UnionBank of the Philippines - Taft Ave,Bank,OPERATIONAL,Pasay City,NCR,NCR,"Kassel Condominium, 2625 Taft Ave, Malate, Pasay City, 1004 Metro Manila, Philippines",14.5619501,120.995163,1.6,16,ChIJ0RztYXnJlzMRLD7SYu0gYt0,https://www.google.com/maps/place/?q=place_id:ChIJ0RztYXnJlzMRLD7SYu0gYt0
UnionBank of the Philippines - Cityplace,Bank,OPERATIONAL,Manila,NCR,NCR,"3rd, Cityplace Square, Lucky Chinatown Mall, Calle Felipe cor, Lachambre St, Binondo, Manila City, 1006, Philippines",14.6039158,120.97274,2.7,12,ChIJ-1Kvsw_KlzMRxT0e3xuAPc0,https://www.google.com/maps/place/?q=place_id:ChIJ-1Kvsw_KlzMRxT0e3xuAPc0
UnionBank of the Philippines - Intramuros,Bank,OPERATIONAL,Manila,NCR,NCR,"409 A Soriano Avenue BF Condominium Bldg, Intramuros, Manila, 1002, Philippines",14.5930943,120.9739761,1.9,18,ChIJX4TOpRfKlzMRAM3gjjPWOBo,https://www.google.com/maps/place/?q=place_id:ChIJX4TOpRfKlzMRAM3gjjPWOBo
UnionBank of the Philippines - Macapagal,Bank,OPERATIONAL,Pasay City,NCR,NCR,"Pres. Diosdado P. Macapagal Blvd MOA Complex,G/F, Unit 106,corner, Coral Way, Pasay City, 1308, Philippines",14.5313484,120.989859,2.7,12,ChIJl18QjlrJlzMRKOeyYfIHy3U,https://www.google.com/maps/place/?q=place_id:ChIJl18QjlrJlzMRKOeyYfIHy3U
UnionBank of the Philippines - Alabang ATM Center,Bank,OPERATIONAL,Muntinlupa,NCR,NCR,"C29Q+PFP, Insular Life Drive, Muntinlupa, Metro Manila, Philippines",14.4193245,121.0387063,3.5,12,ChIJURqhKDTQlzMR1XJaVkZRiu4,https://www.google.com/maps/place/?q=place_id:ChIJURqhKDTQlzMR1XJaVkZRiu4
Union Bank,Bank,OPERATIONAL,Parañaque,NCR,NCR,"28 Doña Soledad Ave, Parañaque, 1709 Metro Manila, Philippines",14.484565,121.0386629,3.2,5,ChIJp-PL8gPPlzMRnU1A_uYw_sg,https://www.google.com/maps/place/?q=place_id:ChIJp-PL8gPPlzMRnU1A_uYw_sg
Union Bank - NAIA Passengers Terminal 1,Bank,OPERATIONAL,Parañaque,NCR,NCR,"G/F International Passenger Terminal Building of NAIA Terminal 1, NAIA Complex, Parañaque City, 1705, Philippines",14.5063649,121.0045358,2,6,ChIJI9yD073OlzMRSUCt8u8b-oQ,https://www.google.com/maps/place/?q=place_id:ChIJI9yD073OlzMRSUCt8u8b-oQ
UnionBank,ATM,OPERATIONAL,Parañaque,NCR,NCR,"Level 2, Hallway Solaire Resort and Casino Hotel, Macapagal Ave, Casino Area, Pasay City, Philippines",14.5235282,120.9809871,5,1,ChIJy8VrFb_NlzMReO1_jz9rzqA,https://www.google.com/maps/place/?q=place_id:ChIJy8VrFb_NlzMReO1_jz9rzqA
UnionBank ATM - IBEX Paranaque,ATM,OPERATIONAL,Parañaque,NCR,NCR,"Parañaque Sucat Road corner President’s Avenue 6th Floor SM City, BF, Parañaque, Philippines",14.4580352,121.0334561,3.7,3,ChIJKeb8XZ7PlzMRMUUT6rcOpaw,https://www.google.com/maps/place/?q=place_id:ChIJKeb8XZ7PlzMRMUUT6rcOpaw
ATM - Unionbank,ATM,OPERATIONAL,Parañaque,NCR,NCR,"F2CV+2WP, Rodeo Building, West Service Road, South Luzon Expressway, Parañaque, Philippines",14.4700947,121.0448512,,,ChIJkaclfa_PlzMRKmzDUOS5ZZU,https://www.google.com/maps/place/?q=place_id:ChIJkaclfa_PlzMRKmzDUOS5ZZU
UnionBank of the Philippines - Double Dragon Plaza,Bank,OPERATIONAL,Pasay City,NCR,NCR,"G/F, Dragon Meridian, West Tower, Macapagal Ave, cor EDSA Ext, Pasay City, Metro Manila, Philippines",14.5347227,120.989358,2.1,23,ChIJj-JSoGnJlzMR8xXiDfY91iA,https://www.google.com/maps/place/?q=place_id:ChIJj-JSoGnJlzMR8xXiDfY91iA
UnionBank of the Philippines - GSIS,Bank,OPERATIONAL,Pasay City,NCR,NCR,"GSIS Main Office Financial Center, J.W. Diokno Blvd, Pasay City, 1308 Metro Manila, Philippines",14.5479251,120.9841181,4,18,ChIJhWJOekXJlzMRUG4phTe_arQ,https://www.google.com/maps/place/?q=place_id:ChIJhWJOekXJlzMRUG4phTe_arQ
UnionBank of the Philippines - ADB Ave,Bank,OPERATIONAL,Pasig,NCR,NCR,"ADB Avenue Aic. Burgundy Empire Tower, Ortigas Center, Pasig, 1605, Philippines",14.5899055,121.0610069,1.4,20,ChIJSX7m6hnIlzMR-NFY8RsgZE8,https://www.google.com/maps/place/?q=place_id:ChIJSX7m6hnIlzMR-NFY8RsgZE8
UnionBank of the Philippines - Exchange Regency,Bank,OPERATIONAL,Pasig,NCR,NCR,"Meralco Avenue G/F The Exchange Regency,Exchange Road cor.and, Jade Dr, Pasig, 1605, Philippines",14.5833243,121.0635856,4.5,2,ChIJUeoMXxHIlzMRlFL4377jET4,https://www.google.com/maps/place/?q=place_id:ChIJUeoMXxHIlzMRlFL4377jET4
Union Bank of the Philippines,Bank,OPERATIONAL,Pasig,NCR,NCR,"G, F, Wynsum Tower, F. Ortigas J F. Ortigas Jr. Rd, Ortigas Center, Pasig, Metro Manila, Philippines",14.5878721,121.061512,3,2,ChIJJ__gURfIlzMR9Id0PPtwCBI,https://www.google.com/maps/place/?q=place_id:ChIJJ__gURfIlzMR9Id0PPtwCBI
UnionBank of the Philippines - BGC 3rd Ave.,Bank,OPERATIONAL,Taguig,NCR,NCR,"Two/NEO, 3rd Avenue G/F, 28th St, Taguig, 1630 Metro Manila, Philippines",14.5509492,121.0457685,1.8,10,ChIJ_V6fbfDIlzMRsR0QJbB17kw,https://www.google.com/maps/place/?q=place_id:ChIJ_V6fbfDIlzMRsR0QJbB17kw
UnionBank of the Philippines - BGC Mckinley Road,Bank,OPERATIONAL,Taguig,NCR,NCR,"G/F, Unit 2, Fairways Towers, 5th Ave, Taguig, 1634 Metro Manila, Philippines",14.5453209,121.0455176,2.4,10,ChIJd6H8XO_IlzMR6Gv5SKp78_o,https://www.google.com/maps/place/?q=place_id:ChIJd6H8XO_IlzMR6Gv5SKp78_o
Unionbank BGC-10th Ave,Bank,OPERATIONAL,Taguig,NCR,NCR,"H364+59P, Taguig, Metro Manila, Philippines",14.560435,121.0559571,3.7,3,ChIJg_oGuDzJlzMRfzquoQoXyH8,https://www.google.com/maps/place/?q=place_id:ChIJg_oGuDzJlzMRfzquoQoXyH8
UnionBank ATM - SL BGC 12th Flr,ATM,OPERATIONAL,Taguig,NCR,NCR,"Philplans Corporate Center, Triangle Dr, Taguig, 1630 Metro Manila, Philippines",14.5598577,121.0561068,3,3,ChIJb3SU1l_IlzMRaqp9cRlKYRQ,https://www.google.com/maps/place/?q=place_id:ChIJb3SU1l_IlzMRaqp9cRlKYRQ
UnionBank ATM - MD Center Taguig,ATM,OPERATIONAL,Taguig,NCR,NCR,"Medical Center, Levi B. Mariano Ave, Taguig, 1630 Metro Manila, Philippines",14.5307413,121.0652728,,,ChIJg-vBvVTJlzMRMwGLiT7Mt90,https://www.google.com/maps/place/?q=place_id:ChIJg-vBvVTJlzMRMwGLiT7Mt90
"Union Bank ATM, Valenzuela Fatima",Bank,OPERATIONAL,Valenzuela,NCR,NCR,"Kilometer 12 MacArthur Hwy, Valenzuela, Metro Manila, Philippines",14.6805385,120.9793331,3,5,ChIJJ3EWyhu0lzMRZFpeYmWKDY8,https://www.google.com/maps/place/?q=place_id:ChIJJ3EWyhu0lzMRZFpeYmWKDY8
UnionBank ATM - Monocrete,ATM,OPERATIONAL,Taguig,NCR,NCR,"No. 888 Cayetano Ave. C5 Ext. Diversion Rd Brgy, Palingon, Taguig, Philippines",14.5366172,121.0744665,2.2,5,ChIJ5UB9iSPJlzMR5SjorSlW5t8,https://www.google.com/maps/place/?q=place_id:ChIJ5UB9iSPJlzMR5SjorSlW5t8
